sep=|
- - 2022 AADT Report for Albemarle County - -
LINKID|SEQUENCENUMBER|RTE_NM|RTE_NM_2|RTE_NM_3|RTE_NM_4|Host RTE_NM|Route Label|Street Name|Physical Jurisdiction|Physical Jurisdiciton Name|Maintenance Jurisdiction|Maintenance Jurisdiciton Name|    Start Label|Start Node|Start Node Route Sequence|Star tOffset|Start Milepoint|    End Label|End Node|End Node Route Sequence|End Offset|End Milepoint|    VPDDate|AADT|AADT Quality|Passenger Vehicle|Bus|Truck 2 Axle|Truck 3 Axle|Truck 1 Trailer|Truck 2 Trailer|Class Quality|K Factor|K Factor Quality|Direction Factor|AAWDT|AAWDT Quality|AADT Dir|AADT Quality Dir|PassengerVehicle Dir|Bus Dir|Truck 2 Axle Dir|Truck 3 Axle Dir|Truck 1 Trailer Dir|Truck 2 Trailer Dir|Class Quality Dir|K Factor Dir|K Factor Quality Dir|Direction Factor Dir|AAWDT Dir|AAWDT Quality Dir
796750|0|R-VA002SC01013EB||||R-VA002SC01013EB|02-1013|Harvest Farms Ln|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 751162|0|0|0|    02-684 Half Mile Branch Rd| 751161|0|0|.36|    01/09/2018|40|T|||||||X||24|||X||||||||||||||
794152|0|R-VA002SC01014EB||||R-VA002SC01014EB|02-1014|Hill Top St|002|Albemarle County|002|Albemarle County|    Dead End| 746692|0|0|0|    Dead End ESM| 746693|0|0|.1|    11/19/2018|113|R|||||||X||24|||X||||||||||||||
701562|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-658 Barracks Farm Rd| 110243|0|0|0|    02-1024 Pheasant Lane| 110659|0|0|.1|    08/24/2021|782|R|||||||X||24|||X||||||||||||||
701563|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-1024 Pheasant Lane| 110659|0|0|.1|    02-1016 Fox Run Lane| 110660|0|0|.27|    08/24/2021|737|R|||||||X||24|||X||||||||||||||
701564|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-1016 Fox Run Lane| 110660|0|0|.27|    02-1019 Foal Lane| 110661|0|0|.35|    08/24/2021|671|R|||||||X||24|||X||||||||||||||
701565|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-1019 Foal Lane| 110661|0|0|.35|    02-1020 Stillhouse Rd| 110662|0|0|.4|    08/24/2021|573|R|||||||X||24|||X||||||||||||||
701566|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-1020 Stillhouse Rd| 110662|0|0|.4|    02-1017 Wingfield Rd| 110663|0|0|.57|    08/24/2021|343|R|||||||X||24|||X||||||||||||||
701567|0|R-VA002SC01015EB||||R-VA002SC01015EB|02-1015|Ivy Farm Dr|002|Albemarle County|002|Albemarle County|    02-1017 Wingfield Rd| 110663|0|0|.57|    Cul-de-Sac| 110664|0|0|.96|    01/09/2018|65|T|||||||X||24|||X||||||||||||||
701568|0|R-VA002SC01016NB||||R-VA002SC01016NB|02-1016|Fox Run Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110665|0|0|0|    02-1015 Ivy Farm Dr| 110660|0|0|.21|    12/14/2017|45|T|||||||X||24|||X||||||||||||||
701569|0|R-VA002SC01017EB||||R-VA002SC01017EB|02-1017|Wingfield Rd|002|Albemarle County|002|Albemarle County|    02-1015 Ivy Farm Dr| 110663|0|0|0|    02-1018 Barracks Hill| 110666|0|0|.39|    08/24/2021|176|R|||||||X||24|||X||||||||||||||
701570|0|R-VA002SC01017EB||||R-VA002SC01017EB|02-1017|Wingfield Rd|002|Albemarle County|002|Albemarle County|    02-1018 Barracks Hill| 110666|0|0|.39|    Cul-de-Sac| 708734|0|0|1.22|    09/20/2018|170|R|||||||X||24|||X||||||||||||||
701571|0|R-VA002SC01018EB||||R-VA002SC01018EB|02-1018|Barracks Hill|002|Albemarle County|002|Albemarle County|    02-1017 Wingfield Rd| 110666|0|0|0|    Cul-de-Sac| 110667|0|0|.13|    12/14/2017|45|T|||||||X||24|||X||||||||||||||
701572|0|R-VA002SC01019NB||||R-VA002SC01019NB|02-1019|Foal Lane|002|Albemarle County|002|Albemarle County|    02-1015 Ivy Farm Dr| 110661|0|0|0|    Cul-de-Sac| 110668|0|0|.18|    12/14/2017|50|T|||||||X||24|||X||||||||||||||
701573|0|R-VA002SC01020NB||||R-VA002SC01020NB|02-1020|Stillhouse Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110669|0|0|0|    02-1015 Ivy Farm Dr| 110662|0|0|.48|    01/09/2018|120|T|||||||X||24|||X||||||||||||||
701574|0|R-VA002SC01021NB||||R-VA002SC01021NB|02-1021|Garthfield Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 702394|0|0|0|    02-658 Barracks Farm Rd| 702393|0|0|.14|    12/14/2017|25|T|||||||X||24|||X||||||||||||||
701575|0|R-VA002SC01024NB||||R-VA002SC01024NB|02-1024|Pheasant Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110670|0|0|0|    02-1015 Ivy Farm Dr| 110659|0|0|.26|    12/14/2017|70|T|||||||X||24|||X||||||||||||||
701576|0|R-VA002SC01025EB||||R-VA002SC01025EB|02-1025|Ipswich Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110671|0|0|0|    02-657 Lambs Rd| 110241|0|0|.2|    12/14/2017|80|T|||||||X||24|||X||||||||||||||
701577|0|R-VA002SC01026NB||||R-VA002SC01026NB|02-1026|Lynnwood Lane|002|Albemarle County|002|Albemarle County|    02-657 Lambs Rd| 110240|0|0|0|    Cul-de-Sac| 110672|0|0|.07|    01/09/2018|20|T|||||||X||24|||X||||||||||||||
701578|0|R-VA002SC01027EB||||R-VA002SC01027EB|02-1027|Ivy Ridge Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 702392|0|0|0|    02-657 Lambs Rd| 702391|0|0|.31|    01/09/2018|70|T|||||||X||24|||X||||||||||||||
701579|0|R-VA002SC01030EB||||R-VA002SC01030EB|02-1030|Lonicera Way|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 706029|0|0|0|    02-606 Dickerson Rd| 110043|0|0|.91|    07/22/2021|691|R|||||||X||24|||X||||||||||||||
791259|0|R-VA002SC01031EB||||R-VA002SC01031EB|02-1031|Turkey Run|002|Albemarle County|002|Albemarle County|    02-784 Doctors Crossing| 739873|0|0|0|    Dead End| 739874|0|0|.19|    02/13/2018|35|T|||||||X||24|||X||||||||||||||
781988|0|R-VA002SC01032EB||||R-VA002SC01032EB|02-1032|Castleberry Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 736857|0|0|0|    02-689 Burches Creek Rd| 736856|0|0|.09|    12/14/2017|70|T|||||||X||24|||X||||||||||||||
701580|0|R-VA002SC01033EB||||R-VA002SC01033EB|02-1033|Bentivar Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708802|0|0|0|    02-643 Polo Grounds Rd| 708800|0|0|1.01|    08/27/2018|850|R|||||||X||24|||X||||||||||||||
781989|0|R-VA002SC01034EB||||R-VA002SC01034EB|02-1034|Stonewood Dr|002|Albemarle County|002|Albemarle County|    02-784 Burnt Hill Rd| 752313|0|0|0|    Cul-de-Sac| 734661|0|0|.21|    12/14/2017|60|T|||||||X||24|||X||||||||||||||
701581|0|R-VA002SC01035NB||||R-VA002SC01035NB|02-1035|Shadow Oaks Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110674|0|0|0|    02-1036 Liberty Oaks Pl| 110673|0|0|.07|    02/13/2018|180|T|||||||X||24|||X||||||||||||||
701582|0|R-VA002SC01035NB||||R-VA002SC01035NB|02-1035|Shadow Oaks Pl|002|Albemarle County|002|Albemarle County|    02-1036 Liberty Oaks Pl| 110673|0|0|.07|    02-652 Old Brook Rd| 110214|0|0|.15|    11/27/2018|423|R|||||||X||24|||X||||||||||||||
701583|0|R-VA002SC01036EB||||R-VA002SC01036EB|02-1036|Liberty Oaks Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110675|0|0|0|    02-1035 Shadow Oaks Pl| 110673|0|0|.05|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
701584|0|R-VA002SC01037EB||||R-VA002SC01037EB|02-1037|Wildmere Place|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110676|0|0|0|    02-652 Old Brook Rd| 110215|0|0|.09|    02/13/2018|180|T|||||||X||24|||X||||||||||||||
701585|0|R-VA002SC01037EB||||R-VA002SC01037EB|02-1037|Hopkins Court|002|Albemarle County|002|Albemarle County|    02-652 Old Brook Rd| 110215|0|0|.09|    Cul-de-Sac| 708042|0|0|.17|    12/14/2017|100|T|||||||X||24|||X||||||||||||||
789958|0|R-VA002SC01038EB||||R-VA002SC01038EB|02-1038|Running Cedar Ct|002|Albemarle County|002|Albemarle County|    02-1033 Bentivar Dr| 738691|0|0|0|    Dead End| 738692|0|0|.14|    02/13/2018|60|T|||||||X||24|||X||||||||||||||
796751|0|R-VA002SC01039NB||||R-VA002SC01039NB|02-1039|Molly Ln|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 751845|0|0|0|    02-618 Martin King Rd| 751844|0|0|.26|    02/13/2018|60|T|||||||X||24|||X||||||||||||||
701586|0|R-VA002SC01040NB||||R-VA002SC01040NB|02-1040|Dunromin Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110677|0|0|0|    02-676 Woodlands Rd| 110309|0|0|.17|    12/14/2017|55|T|||||||X||24|||X||||||||||||||
781990|0|R-VA002SC01041EB||||R-VA002SC01041EB|02-1041|Blandemar Dr|002|Albemarle County|002|Albemarle County|    02-708 Taylors Gap Rd| 737011|0|0|0|    Dead End| 737017|0|0|2.16|    10/31/2018|387|R|||||||X||24|||X||||||||||||||
781991|0|R-VA002SC01042NB||||R-VA002SC01042NB|02-1042|Waldemar Dr|002|Albemarle County|002|Albemarle County|    Dead End| 737014|0|0|0|    02-1041 Blandemar Dr| 737012|0|0|.77|    09/13/2018|74|R|||||||X||24|||X||||||||||||||
781992|0|R-VA002SC01043NB||||R-VA002SC01043NB|02-1043|Chopin Dr|002|Albemarle County|002|Albemarle County|    Dead End| 737015|0|0|0|    02-1041 Blandemar Dr| 737013|0|0|.53|    09/13/2018|46|R|||||||X||24|||X||||||||||||||
783133|0|R-VA002SC01045EB||||R-VA002SC01045EB|02-1045|Towne Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724860|0|0|0|    02-1046 Victorian Ct| 110678|0|0|.18|    11/27/2018|490|T|||||||X||24|||X||||||||||||||
701587|0|R-VA002SC01045EB||||R-VA002SC01045EB|02-1045|Towne Lane|002|Albemarle County|002|Albemarle County|    02-1046 Victorian Ct| 110678|0|0|.18|    02-631 Rio Road East| 110133|0|0|.28|    09/12/2018|767|R|||||||X||24|||X||||||||||||||
701588|0|R-VA002SC01046EB||||R-VA002SC01046EB|02-1046|Victorian Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110679|0|0|0|    02-1045 Towne Lane| 110678|0|0|.12|    12/14/2017|90|T|||||||X||24|||X||||||||||||||
797602|0|R-VA002SC01047NB||||R-VA002SC01047NB|02-1047|Via Creek Dr|002|Albemarle County|002|Albemarle County|    02-708 Red Hill Rd| 752927|0|0|0|    Cul-de-Sac| 752928|0|0|.17|    02/15/2018|80|T|||||||X||24|||X||||||||||||||
792662|0|R-VA002SC01049EB||||R-VA002SC01049EB|02-1049|Simpson Ln|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 744598|0|0|0|    02-627 Porters Rd| 744597|0|0|.25|    03/25/2018|90|T|||||||X||24|||X||||||||||||||
701589|0|R-VA002SC01050EB||||R-VA002SC01050EB|02-1050|Rivanwood Dr|002|Albemarle County|002|Albemarle County|    02-676 Woodlands Rd| 110311|0|0|0|    02-1051 Rivanwood Pl| 110680|0|0|.11|    08/31/2021|143|R|||||||X||24|||X||||||||||||||
701590|0|R-VA002SC01050EB||||R-VA002SC01050EB|02-1050|Rivanwood Dr|002|Albemarle County|002|Albemarle County|    02-1051 Rivanwood Pl| 110680|0|0|.11|    Cul-de-Sac| 110681|0|0|.21|    12/14/2017|110|T|||||||X||24|||X||||||||||||||
701591|0|R-VA002SC01051EB||||R-VA002SC01051EB|02-1051|Rivanwood Pl|002|Albemarle County|002|Albemarle County|    02-1050 Rivanwood Dr| 110680|0|0|0|    Cul-de-Sac| 110682|0|0|.13|    12/14/2017|45|T|||||||X||24|||X||||||||||||||
795504|0|R-VA002SC01052NB||||R-VA002SC01052NB|02-1052|Rolling Valley Ct|002|Albemarle County|002|Albemarle County|    Dead End| 748868|0|0|0|    02-1141| 748866|0|0|.09|    02/13/2018|220|T|||||||X||24|||X||||||||||||||
795505|0|R-VA002SC01052NB||||R-VA002SC01052NB|02-1052|Rolling Valley Ct|002|Albemarle County|002|Albemarle County|    02-1141| 748866|0|0|.09|    Dead End| 748869|0|0|.14|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
794153|0|R-VA002SC01053EB||||R-VA002SC01053EB|02-1053|Moriah Way|002|Albemarle County|002|Albemarle County|    02-616 Black Cat Rd| 747379|0|0|0|    Cul-de-Sac| 747380|0|0|.55|    11/29/2018|157|T|||||||X||24|||X||||||||||||||
701592|0|R-VA002SC01054NB||||R-VA002SC01054NB|02-1054|Glenmore Way|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 719974|0|0|0|    US 250 Richmond Rd| 111407|0|0|.43|    09/09/2021|4644|R|||||||X||24|||X||||||||||||||
701593|0|R-VA002SC01055NB||||R-VA002SC01055NB|02-1055|Fitzwood Dr|002|Albemarle County|002|Albemarle County|    US 250 Richmond Rd| 111406|0|0|0|    Cul-de-Sac| 708735|0|0|.1|    12/14/2017|40|T|||||||X||24|||X||||||||||||||
791260|0|R-VA002SC01056EB||||R-VA002SC01056EB|02-1056|Fox Hunt Dr|002|Albemarle County|002|Albemarle County|    Dead End| 740333|0|0|0|    02-616 Union Mill Rd| 740332|0|0|.87|    11/29/2018|116|R|||||||X||24|||X||||||||||||||
791261|0|R-VA002SC01057NB||||R-VA002SC01057NB|02-1057|Vista Court|002|Albemarle County|002|Albemarle County|    02-1056 Fox Hunt Dr| 740334|0|0|0|    Dead End| 740335|0|0|.11|    12/14/2017|95|R|||||||X||24|||X||||||||||||||
701594|0|R-VA002SC01060NB||||R-VA002SC01060NB|02-1060|Mill Ridge Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708030|0|0|0|    02-614 Garth Rd| 708029|0|0|.14|    12/14/2017|40|R|||||||X||24|||X||||||||||||||
796752|0|R-VA002SC01061NB||||R-VA002SC01061NB|02-1061|Fishing Creek Ln|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 751164|0|0|0|    02-665 Buck Mountain Rd| 751163|0|0|.21|    11/29/2018|60|R|||||||X||24|||X||||||||||||||
701595|0|R-VA002SC01063NB||||R-VA002SC01063NB|02-1063|Hunt Country Lane|002|Albemarle County|002|Albemarle County|    02-676 Garth Rd| 708736|0|0|0|    Cul-de-Sac| 708737|0|0|.64|    11/29/2018|234|T|||||||X||24|||X||||||||||||||
795506|0|R-VA002SC01064NB||||R-VA002SC01064NB|02-1064|Bentivar Farm Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 748816|0|0|0|    02-1033 Bentivar Dr| 748812|0|0|.72|    11/15/2018|324|T|||||||X||24|||X||||||||||||||
795507|0|R-VA002SC01065EB||||R-VA002SC01065EB|02-1065|Dentiver Farm Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 748825|0|0|0|    02-1064| 748819|0|0|.07|    02/13/2018|50|R|||||||X||24|||X||||||||||||||
795508|0|R-VA002SC01066EB||||R-VA002SC01066EB|02-1066|Hartland Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 748827|0|0|0|    02-1064| 748824|0|0|.18|    02/13/2018|110|R|||||||X||24|||X||||||||||||||
795509|0|R-VA002SC01067EB||||R-VA002SC01067EB|02-1067|Oakridge Ct|002|Albemarle County|002|Albemarle County|    02-1064| 748823|0|0|0|    Cul-de-Sac| 748826|0|0|.09|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
785571|0|R-VA002SC01068EB||||R-VA002SC01068EB|02-1068|Southern Hills Dr|002|Albemarle County|002|Albemarle County|    02-712 North Garden Lane| 729302|0|0|0|    Dead End| 729303|0|0|.57|    11/14/2018|276|R|||||||X||24|||X||||||||||||||
785572|0|R-VA002SC01069NB||||R-VA002SC01069NB|02-1069|Southern Hills Ct|002|Albemarle County|002|Albemarle County|    02-1068 Southern Hills Dr| 729304|0|0|0|    Dead End| 729305|0|0|.27|    12/14/2017|70|T|||||||X||24|||X||||||||||||||
701596|0|R-VA002SC01070NB||||R-VA002SC01070NB|02-1070|Pelham Rd|002|Albemarle County|002|Albemarle County|    02-665 Buck Mountain Rd| 708025|0|0|0|    02-1071 Martingale Lane| 708026|0|0|.36|    11/26/2018|220|T|||||||X||24|||X||||||||||||||
785709|0|R-VA002SC01070NB||||R-VA002SC01070NB|02-1070|Pelham Rd|002|Albemarle County|002|Albemarle County|    02-1071 Martingale Lane| 708026|0|0|.36|    Cul-de-Sac| 708027|0|0|.58|    12/14/2017|110|T|||||||X||24|||X||||||||||||||
701597|0|R-VA002SC01071EB||||R-VA002SC01071EB|02-1071|Martingale Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708028|0|0|0|    02-1070 Pelham Rd| 708026|0|0|.08|    12/14/2017|45|R|||||||X||24|||X||||||||||||||
701598|0|R-VA002SC01072NB||||R-VA002SC01072NB|02-1072|Mockernut Lane|002|Albemarle County|002|Albemarle County|    02-665 Buck Mountain Rd| 719441|0|0|0|    02-1073 Clacton Circle| 720084|0|0|.29|    07/22/2021|191|R|||||||X||24|||X||||||||||||||
701599|0|R-VA002SC01072NB||||R-VA002SC01072NB|02-1072|Mockernut Lane|002|Albemarle County|002|Albemarle County|    02-1073 Clacton Circle| 720084|0|0|.29|    Cul-de-Sac| 720085|0|0|.41|    12/14/2017|130|T|||||||X||24|||X||||||||||||||
701600|0|R-VA002SC01073EB||||R-VA002SC01073EB|02-1073|Clacton Circle|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 719440|0|0|0|    02-1072 Mockernut Lane| 720084|0|0|.14|    12/14/2017|20|T|||||||X||24|||X||||||||||||||
701601|0|R-VA002SC01074NB||||R-VA002SC01074NB|02-1074|Edgeham Ct|002|Albemarle County|002|Albemarle County|    02-665| 719446|0|0|0|    Cul-de-Sac| 719447|0|0|.04|    12/14/2017|15|T|||||||X||24|||X||||||||||||||
701602|0|R-VA002SC01075NB||||R-VA002SC01075NB|02-1075|Shagbark Lane|002|Albemarle County|002|Albemarle County|    02-665 Buck Mountain Rd| 719445|0|0|0|    02-1076 Warley Rd| 719443|0|0|.14|    07/22/2021|79|R|||||||X||24|||X||||||||||||||
701603|0|R-VA002SC01075NB||||R-VA002SC01075NB|02-1075|Shagbark Lane|002|Albemarle County|002|Albemarle County|    02-1076 Warley Rd| 719443|0|0|.14|    Cul-de-Sac| 720064|0|0|.34|    12/14/2017|80|T|||||||X||24|||X||||||||||||||
701604|0|R-VA002SC01076EB||||R-VA002SC01076EB|02-1076|Warley Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 720065|0|0|0|    02-1075 Shagbark Lane| 719443|0|0|.19|    12/14/2017|30|T|||||||X||24|||X||||||||||||||
795510|0|R-VA002SC01077NB||||R-VA002SC01077NB|02-1077|Walnut Ridge Ln|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 748828|0|0|0|    02-1064| 748821|0|0|.39|    02/13/2018|220|T|||||||X||24|||X||||||||||||||
795511|0|R-VA002SC01078EB||||R-VA002SC01078EB|02-1078|Walnut Ridge Ct|002|Albemarle County|002|Albemarle County|    02-1077| 748829|0|0|0|    Cul-de-Sac| 748831|0|0|.07|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
795512|0|R-VA002SC01079NB||||R-VA002SC01079NB|02-1079|Beach Grove Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 748832|0|0|0|    02-1077| 748830|0|0|.14|    02/13/2018|90|T|||||||X||24|||X||||||||||||||
701605|0|R-VA002SC01080NB||||R-VA002SC01080NB|02-1080|Harmony Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708032|0|0|0|    02-614 Garth Rd| 708031|0|0|.2|    12/14/2017|180|T|||||||X||24|||X||||||||||||||
701606|0|R-VA002SC01081EB||||R-VA002SC01081EB|02-1081|Spring Brook Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708034|0|0|0|    02-1080 Harmony Dr| 708033|0|0|.4|    12/14/2017|150|T|||||||X||24|||X||||||||||||||
701607|0|R-VA002SC01082EB||||R-VA002SC01082EB|02-1082|Cinnamon Ridge Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708037|0|0|0|    02-1081 Spring Brook Dr| 708036|0|0|.1|    12/14/2017|80|T|||||||X||24|||X||||||||||||||
701608|0|R-VA002SC01083EB||||R-VA002SC01083EB|02-1083|Shady Spring Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708038|0|0|0|    02-1081 Spring Brook Dr| 708035|0|0|.2|    12/14/2017|80|T|||||||X||24|||X||||||||||||||
792663|0|R-VA002SC01084NB||||R-VA002SC01084NB|02-1084|Wind River Rd|002|Albemarle County|002|Albemarle County|    02-614 Garth Rd| 744599|0|0|0|    Cul-de-Sac| 744600|0|0|.3|    12/14/2017|100|T|||||||X||24|||X||||||||||||||
792664|0|R-VA002SC01085EB||||R-VA002SC01085EB|02-1085|River Ridge Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 744602|0|0|0|    02-1084 Wind River Rd| 744601|0|0|.14|    12/14/2017|55|T|||||||X||24|||X||||||||||||||
783446|0|R-VA002SC01086NB||||R-VA002SC01086NB|02-1086|Reynovia Dr|002|Albemarle County|002|Albemarle County|    02-742 Avon St| 727658|0|0|0|    02-1089 Larkspur Ct| 727659|0|0|.6|    11/14/2018|1080|R|||||||X||24|||X||||||||||||||
783447|0|R-VA002SC01087NB||||R-VA002SC01087NB|02-1087|Honeysuckle Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 727663|0|0|0|    02-1086 Reynovia Dr| 727661|0|0|.18|    12/14/2017|150|T|||||||X||24|||X||||||||||||||
783448|0|R-VA002SC01088EB||||R-VA002SC01088EB|02-1088|Goldenrod Ct|002|Albemarle County|002|Albemarle County|    02-1087 Honeysuckle Lane| 727667|0|0|0|    Cul-de-Sac| 727668|0|0|.05|    12/14/2017|65|T|||||||X||24|||X||||||||||||||
791262|0|R-VA002SC01089EB||||R-VA002SC01089EB|02-1089|Larkspur Ct|002|Albemarle County|002|Albemarle County|    Dead End| 739886|0|0|0|    02-1086 Reynovia Dr| 727659|0|0|.17|    12/14/2017|110|T|||||||X||24|||X||||||||||||||
783449|0|R-VA002SC01089EB||||R-VA002SC01089EB|02-1089|Larkspur Ct|002|Albemarle County|002|Albemarle County|    02-1086 Reynovia Dr| 727659|0|0|.17|    Cul-de-Sac| 727662|0|0|.22|    12/14/2017|35|T|||||||X||24|||X||||||||||||||
701609|0|R-VA002SC01090NB||||R-VA002SC01090NB|02-1090|Lego Dr|002|Albemarle County|002|Albemarle County|    FR-179 Hansens Mtn Rd| 708039|0|0|0|    Cul-de-Sac| 708040|0|0|1|    11/29/2018|1154|R|||||||X||24|||X||||||||||||||
783450|0|R-VA002SC01091NB||||R-VA002SC01091NB|02-1091|Blackthorn Lane|002|Albemarle County|002|Albemarle County|    02-1086 Reynovia Dr| 727660|0|0|0|    End Loop| 991465|1|0|.45|    11/14/2018|475|R|||||||X||24|||X||||||||||||||
783451|0|R-VA002SC01092NB||||R-VA002SC01092NB|02-1092|Stonecrop Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 727666|0|0|0|    02-1091 Blackthorn Lane| 727665|0|0|.05|    12/14/2017|55|T|||||||X||24|||X||||||||||||||
701610|0|R-VA002SC01093NB||||R-VA002SC01093NB|02-1093|Hawkwood Ct|002|Albemarle County|002|Albemarle County|    02-676 Tilman Rd| 708060|0|0|0|    Cul-de-Sac| 708061|0|0|.15|    12/14/2017|50|T|||||||X||24|||X||||||||||||||
781993|0|R-VA002SC01094NB||||R-VA002SC01094NB|02-1094|Ashleigh Way Rd|002|Albemarle County|002|Albemarle County|    Dead End| 736868|0|0|0|    02-640| 736870|0|0|.32|    12/14/2017|60|T|||||||X||24|||X||||||||||||||
781994|0|R-VA002SC01095EB||||R-VA002SC01095EB|02-1095|Priddy Ct|002|Albemarle County|002|Albemarle County|    Dead End| 736871|0|0|0|    02-1094 Ashleigh Way Rd| 736869|0|0|.33|    12/14/2017|55|T|||||||X||24|||X||||||||||||||
781995|0|R-VA002SC01096NB||||R-VA002SC01096NB|02-1096|Priddy Pl|002|Albemarle County|002|Albemarle County|    02-1095 Priddy Ct| 736872|0|0|0|    Dead End| 736874|0|0|.12|    12/14/2017|50|T|||||||X||24|||X||||||||||||||
791263|0|R-VA002SC01097EB||||R-VA002SC01097EB|02-1097|Primrose Lane|002|Albemarle County|002|Albemarle County|    02-1099 Buttercup Lane| 739890|0|0|0|    02-1086 Reynovia Dr| 739888|0|0|.15|    11/14/2018|274|R|||||||X||24|||X||||||||||||||
791264|0|R-VA002SC01098NB||||R-VA002SC01098NB|02-1098|Sundrops Ct|002|Albemarle County|002|Albemarle County|    Dead End| 739892|0|0|0|    02-1097 Primrose Lane| 739891|0|0|.06|    12/14/2017|60|T|||||||X||24|||X||||||||||||||
791265|0|R-VA002SC01099NB||||R-VA002SC01099NB|02-1099|Buttercup Lane|002|Albemarle County|002|Albemarle County|    Dead End| 739889|0|0|0|    02-1086 Reynovia Dr| 739887|0|0|.17|    12/14/2017|105|T|||||||X||24|||X||||||||||||||
701611|0|R-VA002SC01101NB||||R-VA002SC01101NB|02-1101|Avon Ct|002|Albemarle County|002|Albemarle County|    02-742 Avon St| 110481|0|0|0|    0.17 MN 02-742| 110481|0|.17|.17|    05/16/2018|332|R|||||||X||24|||X||||||||||||||
701612|0|R-VA002SC01101NB||||R-VA002SC01101NB|02-1101|Avon Ct|002|Albemarle County|002|Albemarle County|    0.17 MN 02-742| 110481|0|.17|.17|    SCL Charlottesville| 110683|0|0|.23|    05/16/2018|50|R|||||||X||24|||X||||||||||||||
701613|0|R-VA002SC01102EB||||R-VA002SC01102EB|02-1102|Michie Tavern Lane|002|Albemarle County|002|Albemarle County|    Dead End| 110685|0|0|0|    SR 53 Thomas Jefferson Pkwy| 110684|0|0|.33|    12/14/2017|60|T|||||||X||24|||X||||||||||||||
701614|0|R-VA002SC01103EB||||R-VA002SC01103EB|02-1103|Windfield Cir|002|Albemarle County|002|Albemarle County|    02-631 5th Street Ext|1092118|0|0|0|    | 110686|0|0|.19|    12/14/2017|155|T|||||||X||24|||X||||||||||||||
785578|0|R-VA002SC01104EB||||R-VA002SC01104EB|02-1104|Woodbrook Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 729306|0|0|0|    02-1403 Berkmar Dr| 708041|0|0|.09|    11/29/2018|1101|R|||||||X||24|||X||||||||||||||
